id,role,description,company,location,Stipend,Duration,Skills,Perks
5f9fc1e3fb43357b9094a297,Fashion Design,"The Fashion Design Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-Office, Adobe Illustrator, CorelDRAW, Certificate.",Enamor,"[""Bangalore"", ""560001""]",5000 /month,2 Months,"[""MS-Office"", ""Adobe Illustrator"", ""CorelDRAW"", ""Certificate""]",Internship; Certificate
5f9fc1e4fb43357b9094a298,Operations,"The Operations Intern will provide essential support and hands-on experience in the related field involving the following skills: Chemistry, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages.",Lakshmi Tools & Components,"[""Hoskote"", ""562114""]",12000 /month,1 Month,"[""Chemistry"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1e4fb43357b9094a299,Photography,"The Photography Intern will provide essential support and hands-on experience in the related field involving the following skills: Flexible work hours, Free snacks & beverages.",Evineon Technologies,"[""Bangalore"", ""560001""]",10000-12000 /month,3 Months,[],Internship
5f9fc1e5fb43357b9094a29a,Social Media Marketing,"The Social Media Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-Office, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages.",VisualNet Private Limited,"[""Bangalore"", ""560001""]",7000 /month,6 Months,"[""MS-Office"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1e6fb43357b9094a29b,Business Development (Sales),The Business Development (Sales) Intern will gain essential experience in key areas relevant to this role.,DM Consulting (India) Private Limited,"[""Bangalore"", ""560001""]",5000 /month,6 Months,"[""General Skills""]",Internship
5f9fc1e7fb43357b9094a29c,Social Media Marketing,"The Social Media Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Digital Marketing, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages, Job offer.","Zyena Technologies SDN, BHD, Malaysia","[""Coimbatore"", ""641001""]",5000-10000 /month,3 Months,"[""Digital Marketing"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1e8fb43357b9094a29d,Event Management/Wedding Planning,"The Event Management/Wedding Planning Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-PowerPoint, English Proficiency (Spoken), English Proficiency (Written), Certificate, Letter of recommendation, Job offer.",Visual Reality Events & Production,"[""Bangalore"", ""560001""]",2000-3000 /month,3 Months,"[""MS-PowerPoint"", ""English Proficiency (Spoken)"", ""English Proficiency (Written)"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1e9fb43357b9094a29e,Digital Marketing,"The Digital Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Digital Marketing, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages.",Webi7 Digital Media,"[""Bangalore"", ""560001""]",5000 /month,3 Months,"[""Digital Marketing"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1eafb43357b9094a29f,Graphic Design,"The Graphic Design Intern will provide essential support and hands-on experience in the related field involving the following skills: Social Media Marketing, Adobe Photoshop, Video Editing, Digital Marketing, Video Making, Certificate, Informal dress code.",StoreEDge Solutions Private Limited,"[""Bangalore"", ""560001""]",4000-7000 /month,6 Months,"[""Social Media Marketing"", ""Adobe Photoshop"", ""Video Editing"", ""Digital Marketing"", ""Video Making"", ""Certificate""]",Internship; Certificate
5f9fc1ebfb43357b9094a2a0,Cyber Security,"The Cyber Security Intern will provide essential support and hands-on experience in the related field involving the following skills: Python, Linux, Ethical Hacking, C Programming, Shell Scripting, C++ Programming, Certificate, Letter of recommendation, Job offer.",Resec Systems Private Limited,"[""Chandigarh"", ""000000""]",8000 /month,6 Months,"[""Python"", ""Linux"", ""Ethical Hacking"", ""C Programming"", ""Shell Scripting"", ""C++ Programming"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1ebfb43357b9094a2a1,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Salesforce, Certificate.",Transchamp,"[""Bangalore"", ""560001""]",15000-18000 /month,6 Months,"[""Salesforce"", ""Certificate""]",Internship; Certificate
5f9fc1ecfb43357b9094a2a2,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Tally, MS-Excel, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Kannada Proficiency (Spoken), Certificate, Free snacks & beverages.",Gayathri Design Studio,"[""Bangalore"", ""560001""]",3000 /month,3 Months,"[""Tally"", ""MS-Excel"", ""English Proficiency (Spoken)"", ""English Proficiency (Written)"", ""Hindi Proficiency (Spoken)"", ""Kannada Proficiency (Spoken)"", ""Certificate""]",Internship; Certificate
5f9fc1edfb43357b9094a2a3,Java App Development (Spring Boot & Hibernate),"The Java App Development (Spring Boot & Hibernate) Intern will provide essential support and hands-on experience in the related field involving the following skills: SQL, Hibernate (Java), Spring MVC, REST API, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages.",TesQuirel Solutions Private Limited,"[""Bangalore"", ""560001""]",8000 /month,6 Months,"[""SQL"", ""Hibernate (Java)"", ""Spring MVC"", ""REST API"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1eefb43357b9094a2a4,Python Web Application,"The Python Web Application Intern will provide essential support and hands-on experience in the related field involving the following skills: Python, Algorithms, Data Structures, Flask, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages.",TesQuirel Solutions Private Limited,"[""Bangalore"", ""560001""]",8000 /month,6 Months,"[""Python"", ""Algorithms"", ""Data Structures"", ""Flask"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1eefb43357b9094a2a5,Graphic Design,"The Graphic Design Intern will provide essential support and hands-on experience in the related field involving the following skills: Adobe Photoshop, Adobe Illustrator, Adobe Premiere Pro, Adobe Creative Suite, Adobe After Effects, Certificate, Letter of recommendation, Flexible work hours, 5 days a week.",Knedge,"[""Bangalore"", ""560001""]",8000-12000 /month,3 Months,"[""Adobe Photoshop"", ""Adobe Illustrator"", ""Adobe Premiere Pro"", ""Adobe Creative Suite"", ""Adobe After Effects"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1effb43357b9094a2a6,Search Engine Optimization (SEO),"The Search Engine Optimization (SEO) Intern will provide essential support and hands-on experience in the related field involving the following skills: Search Engine Optimization (SEO), Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages.",Webi7 Digital Media,"[""Bangalore"", ""560001""]",5000 /month,3 Months,"[""Search Engine Optimization (SEO)"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1f0fb43357b9094a2a7,Social Media Marketing,"The Social Media Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages.",Bodhsara Wellness And Salt Studio,"[""Bangalore"", ""560001""]",9000-12000 /month,3 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1f1fb43357b9094a2a8,Human Resources (HR),"The Human Resources (HR) Intern will provide essential support and hands-on experience in the related field involving the following skills: Recruitment, English Proficiency (Spoken), Certificate.",Brainstorm Consulting,"[""Bangalore"", ""560001""]",10000-20000 /month,6 Months,"[""Recruitment"", ""English Proficiency (Spoken)"", ""Certificate""]",Internship; Certificate
5f9fc1f2fb43357b9094a2a9,Graphic Design,"The Graphic Design Intern will provide essential support and hands-on experience in the related field involving the following skills: Social Media Marketing, Adobe Photoshop, Adobe Illustrator, Adobe Creative Suite, Copywriting, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week.",Inovexic,"[""Bangalore"", ""560001""]",7000-13000 /month,2 Months,"[""Social Media Marketing"", ""Adobe Photoshop"", ""Adobe Illustrator"", ""Adobe Creative Suite"", ""Copywriting"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1f3fb43357b9094a2aa,Social Media Marketing,"The Social Media Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Social Media Marketing, Certificate, 5 days a week.",Cloud Incorporated,"[""Bangalore"", ""560001""]",4000 /month,4 Weeks,"[""Social Media Marketing"", ""Certificate""]",Internship; Certificate
5f9fc1f3fb43357b9094a2ab,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Informal dress code, 5 days a week.",OAP India Private Limited,"[""Bangalore"", ""560001""]",7000-12000 /month,6 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1f5fb43357b9094a2ac,Law/ Legal,"The Law/ Legal Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-Office, MS-PowerPoint, Certificate.",Prashant  Dayama,"[""Bangalore"", ""560001""]",5000 /month,6 Months,"[""MS-Office"", ""MS-PowerPoint"", ""Certificate""]",Internship; Certificate
5f9fc1f6fb43357b9094a2ad,iOS App Development,"The iOS App Development Intern will provide essential support and hands-on experience in the related field involving the following skills: Objective C, Swift, iOS, Certificate, Letter of recommendation, 5 days a week, Job offer.",Gloify,"[""Bangalore"", ""560001""]",10000 /month,4 Months,"[""Objective C"", ""Swift"", ""iOS"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1f7fb43357b9094a2ae,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-Word, Digital Marketing, Email Marketing, MS-Excel, English Proficiency (Spoken), Kannada Proficiency (Spoken), Certificate, Letter of recommendation, 5 days a week, Free snacks & beverages, Job offer.",INEL Power System Engineers,"[""Bangalore"", ""560001""]",3000 /month,3 Months,"[""MS-Word"", ""Digital Marketing"", ""Email Marketing"", ""MS-Excel"", ""English Proficiency (Spoken)"", ""Kannada Proficiency (Spoken)"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1f7fb43357b9094a2af,Customer Support,"The Customer Support Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Informal dress code, 5 days a week, Free snacks & beverages, Job offer.",Skillate Laboratories Private Limited,"[""Bangalore"", ""560001""]",15000 /month,6 Months,"[""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1f9fb43357b9094a2b0,Business Development (Sales),The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate.,United Business,"[""Bangalore"", ""560001""]",2000 /month +  Incentives,2 Months,"[""Certificate""]",Internship; Certificate
5f9fc1fafb43357b9094a2b1,Firmware Development,"The Firmware Development Intern will provide essential support and hands-on experience in the related field involving the following skills: Python, Embedded Systems, C Programming, PCB Design, Internet of Things (IoT), EAGLE.",Craftech 360,"[""Bangalore"", ""560001""]",3500 /month,3 Months,"[""Python"", ""Embedded Systems"", ""C Programming"", ""PCB Design"", ""Internet of Things (IoT)"", ""EAGLE""]",Internship
5f9fc1fafb43357b9094a2b2,Operations,The Operations Intern will gain essential experience in key areas relevant to this role.,UrbanServ,"[""Delhi"", ""110001""]",12000 /month,6 Months,"[""General Skills""]",Internship
5f9fc1fbfb43357b9094a2b3,Marketing,"The Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: English Proficiency (Spoken), Certificate, Letter of recommendation, Flexible work hours, Job offer.",Mech Skillz Engineering Solutions Private Limited,"[""Delhi"", ""110001""]",8000-12000 /month,2 Months,"[""English Proficiency (Spoken)"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1fcfb43357b9094a2b4,Human Resources (HR),"The Human Resources (HR) Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-Office, Certificate, Letter of recommendation, Job offer.",GT Informatics,"[""Bangalore"", ""560001""]",10000 /month,3 Months,"[""MS-Office"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc1fdfb43357b9094a2b5,Business Development (Sales),The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate.,Yes Property Ventures Private Limited,"[""Bangalore"", ""560001""]",8000 /month,3 Months,"[""Certificate""]",Internship; Certificate
5f9fc1fefb43357b9094a2b6,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Digital Marketing, Facebook Marketing, Email Marketing, Instagram Marketing, Certificate, Letter of recommendation, Flexible work hours.",Rolla Online Institute,"[""Bangalore"", ""560001""]",3000-5000 /month,3 Months,"[""Digital Marketing"", ""Facebook Marketing"", ""Email Marketing"", ""Instagram Marketing"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc1fefb43357b9094a2b7,Operations,"The Operations Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Flexible work hours.",Rolla Online Institute,"[""Bangalore"", ""560001""]",3000-5000 /month,3 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc201fb43357b9094a2b8,Graphic Design,"The Graphic Design Intern will provide essential support and hands-on experience in the related field involving the following skills: CorelDRAW, Adobe Creative Suite, Adobe Dreamweaver, Adobe After Effects, Certificate, Letter of recommendation, Flexible work hours.",Rolla Online Institute,"[""Bangalore"", ""560001""]",3000-5000 /month,3 Months,"[""CorelDRAW"", ""Adobe Creative Suite"", ""Adobe Dreamweaver"", ""Adobe After Effects"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc201fb43357b9094a2b9,Human Resources (HR),"The Human Resources (HR) Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Flexible work hours.",Rolla Online Institute,"[""Bangalore"", ""560001""]",3000-5000 /month,3 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc202fb43357b9094a2ba,Digital Marketing,"The Digital Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Google Analytics, Digital Marketing, Google AdWords, Search Engine Optimization (SEO), Facebook Marketing, Email Marketing, Instagram Marketing, Certificate, Letter of recommendation, Flexible work hours.",Rolla Online Institute,"[""Bangalore"", ""560001""]",3000-5000 /month,3 Months,"[""Google Analytics"", ""Digital Marketing"", ""Google AdWords"", ""Search Engine Optimization (SEO)"", ""Facebook Marketing"", ""Email Marketing"", ""Instagram Marketing"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc203fb43357b9094a2bb,Marketing,"The Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Google Analytics, Digital Marketing, Facebook Marketing, Instagram Marketing, Certificate, Letter of recommendation, Flexible work hours.",Rolla Online Institute,"[""Bangalore"", ""560001""]",3000-5000 /month,3 Months,"[""Google Analytics"", ""Digital Marketing"", ""Facebook Marketing"", ""Instagram Marketing"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc204fb43357b9094a2bd,Online Marketing,"The Online Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: English Proficiency (Spoken), Hindi Proficiency (Spoken), Certificate, Letter of recommendation, Flexible work hours, 5 days a week.",Digi Streaks,"[""Agra"", ""282001""]",2000 /month,1 Month,"[""English Proficiency (Spoken)"", ""Hindi Proficiency (Spoken)"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc206fb43357b9094a2be,Graphic Design,"The Graphic Design Intern will provide essential support and hands-on experience in the related field involving the following skills: Adobe Photoshop, CorelDRAW, Adobe Illustrator, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages.",Thirumathi Herbal & Natural Products,"[""Bangalore"", ""560001""]",11000 /month,6 Months,"[""Adobe Photoshop"", ""CorelDRAW"", ""Adobe Illustrator"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc20afb43357b9094a2c0,Career Returnee Program (Women),The Career Returnee Program (Women) Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate.,SAVITARKA BUSINESS SOLUTIONS PRIVATE LIMITED,"[""Bangalore"", ""560001""]",20000 /month,6 Months,"[""Certificate""]",Internship; Certificate
5f9fc20afb43357b9094a2c1,Financial Advisor Training,"The Financial Advisor Training Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages.",I Cap Financial Services,"[""Bangalore"", ""560001""]",5000-10000 /month,3 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc20bfb43357b9094a2c2,Graphic Design,"The Graphic Design Intern will provide essential support and hands-on experience in the related field involving the following skills: Adobe Photoshop, Adobe Creative Suite, Adobe After Effects, Adobe Photoshop Lightroom CC, Certificate, Letter of recommendation, Flexible work hours, 5 days a week, Job offer.",QShala,"[""Chennai"", ""600001""]",10000-15000 /month,3 Months,"[""Adobe Photoshop"", ""Adobe Creative Suite"", ""Adobe After Effects"", ""Adobe Photoshop Lightroom CC"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc20cfb43357b9094a2c3,Civil Engineering,"The Civil Engineering Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Job offer.",HomeInspeKtor,"[""Bangalore"", ""560001""]",8000-10000 /month,6 Months,"[""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc20dfb43357b9094a2c4,Interior Design,The Interior Design Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate.,NVT QUALITY LIFESTYLE PROJECTS PRIVATE LIMITED,"[""Bangalore"", ""560001""]",5000 /month,3 Months,"[""Certificate""]",Internship; Certificate
5f9fc20efb43357b9094a2c5,iOS App Development,"The iOS App Development Intern will provide essential support and hands-on experience in the related field involving the following skills: .NET, iOS, Certificate, Letter of recommendation, Flexible work hours, Job offer.",Fincomienzo Solutions Private Limited,"[""Chennai"", ""600001""]",2000 /month +  Incentives,4 Months,"["".NET"", ""iOS"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc212fb43357b9094a2c6,Marketing,"The Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Social Media Marketing, MS-Office, Certificate, Letter of recommendation, Flexible work hours, 5 days a week, Job offer.",Digifuse,"[""Agra"", ""282001""]",2000 lump sum,1 Month,"[""Social Media Marketing"", ""MS-Office"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc213fb43357b9094a2c7,Business Development (Sales),The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Job offer.,Woodenstreet Furniture,"[""Bangalore"", ""560001""]",15000-25000 /month,6 Months,[],Internship with job offer
5f9fc213fb43357b9094a2c8,Subject Expert For Creating Tutorials (Python),"The Subject Expert For Creating Tutorials (Python) Intern will provide essential support and hands-on experience in the related field involving the following skills: Python, Flexible work hours, Informal dress code, 5 days a week.",Coursechamps Internet Ventures Private Limited,"[""Bangalore"", ""560001""]",18000 /month,3 Months,"[""Python""]",Internship
5f9fc214fb43357b9094a2c9,Business Development (Sales),The Business Development (Sales) Intern will gain essential experience in key areas relevant to this role.,Fostpro,"[""Bangalore"", ""560001""]",8000-12000 /month,2 Months,"[""General Skills""]",Internship
5f9fc215fb43357b9094a2ca,Digital Marketing,"The Digital Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Google AdWords, Facebook Marketing, Instagram Marketing, Certificate.",Global Shiksha India Private Limited,"[""Bangalore"", ""560001""]",8000 /month,3 Months,"[""Google AdWords"", ""Facebook Marketing"", ""Instagram Marketing"", ""Certificate""]",Internship; Certificate
5f9fc216fb43357b9094a2cb,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-PowerPoint, MS-Excel, Certificate, Flexible work hours, Job offer.",Homesifyi.com,"[""Bangalore"", ""560001""]",4000-9000 /month,3 Months,"[""MS-PowerPoint"", ""MS-Excel"", ""Certificate""]",Internship with job offer; Certificate
5f9fc216fb43357b9094a2cc,Operations,"The Operations Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Job offer.",JustWash Car Care Llp,"[""Bangalore"", ""560001""]",4000 /month,2 Months,"[""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc218fb43357b9094a2cd,Social Media Marketing,"The Social Media Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: HTML, Adobe Photoshop, Adobe Illustrator, Digital Marketing, Adobe Creative Suite, Search Engine Optimization (SEO), Creative Writing, Certificate, Letter of recommendation, Flexible work hours, Informal dress code.",STEM SHOP STORE,"[""Delhi"", ""110001""]",15000 /month,3 Months,"[""HTML"", ""Adobe Photoshop"", ""Adobe Illustrator"", ""Digital Marketing"", ""Adobe Creative Suite"", ""Search Engine Optimization (SEO)"", ""Creative Writing"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc219fb43357b9094a2ce,Web Development,"The Web Development Intern will provide essential support and hands-on experience in the related field involving the following skills: Node.js, ReactJS, Angular 2.0, Certificate, Letter of recommendation, Informal dress code.",Decorpot,"[""Bangalore"", ""560001""]",10000 /month,3 Months,"[""Node.js"", ""ReactJS"", ""Angular 2.0"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc21afb43357b9094a2cf,Acting & Cinematography,"The Acting & Cinematography Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation.",Godhuli Group,"[""Bangalore"", ""560001""]",2000 /month,3 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc21afb43357b9094a2d0,Social Media Marketing,"The Social Media Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Facebook Marketing, Certificate, Letter of recommendation.",LAKSHMI JOINT VENTURE,"[""Bangalore"", ""560001""]",10000 /month,3 Months,"[""Facebook Marketing"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc21bfb43357b9094a2d1,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-PowerPoint, MS-Excel, Certificate, Letter of recommendation.",LAKSHMI JOINT VENTURE,"[""Chennai"", ""600001""]",10000 /month,3 Months,"[""MS-PowerPoint"", ""MS-Excel"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc21dfb43357b9094a2d2,Operations,"The Operations Intern will provide essential support and hands-on experience in the related field involving the following skills: English Proficiency (Spoken), English Proficiency (Written), Certificate, Letter of recommendation, Flexible work hours, Informal dress code.",Bambrew,"[""Bangalore"", ""560001""]",10000 /month,6 Months,"[""English Proficiency (Spoken)"", ""English Proficiency (Written)"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc21efb43357b9094a2d4,Telecalling,The Telecalling Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate.,Brainstorm Consulting,"[""Bangalore"", ""560001""]",10000-15000 /month,6 Months,"[""Certificate""]",Internship; Certificate
5f9fc21ffb43357b9094a2d5,Research And Development (Grey Water Treatment),"The Research And Development (Grey Water Treatment) Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Flexible work hours, Informal dress code.",Intellicool Solutions Private Limited,"[""Bangalore"", ""560001""]",10000-12000 /month,6 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc220fb43357b9094a2d6,Marketing,"The Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Letter of recommendation, Flexible work hours, Job offer.",Sparcolife Digital Healthcare Technologies Private Limited,"[""Bangalore"", ""560001""]",8000-15000 /month,3 Months,"[""Letter of recommendation""]",Internship with job offer
5f9fc221fb43357b9094a2d7,Human Resources (HR),"The Human Resources (HR) Intern will provide essential support and hands-on experience in the related field involving the following skills: Social Media Marketing, MS-Office, English Proficiency (Spoken), Certificate.",ICS Consultancy Services,"[""Bangalore"", ""560001""]",5000 /month,2 Months,"[""Social Media Marketing"", ""MS-Office"", ""English Proficiency (Spoken)"", ""Certificate""]",Internship; Certificate
5f9fc223fb43357b9094a2d8,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-Office, English Proficiency (Spoken), Certificate, Letter of recommendation.",Codingal Education Private Limited,"[""Bangalore"", ""560001""]",5000 /month,3 Months,"[""MS-Office"", ""English Proficiency (Spoken)"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc224fb43357b9094a2d9,Inventory Management,"The Inventory Management Intern will provide essential support and hands-on experience in the related field involving the following skills: MS-Excel, Copywriting, English Proficiency (Spoken), English Proficiency (Written), Certificate, Letter of recommendation, Flexible work hours, Job offer.",BUMSONTHESADDLE,"[""Bangalore"", ""560001""]",8000-10000 /month,6 Months,"[""MS-Excel"", ""Copywriting"", ""English Proficiency (Spoken)"", ""English Proficiency (Written)"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc224fb43357b9094a2da,Assembly & Manufacturing,"The Assembly & Manufacturing Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Flexible work hours, Informal dress code, 5 days a week.",Openwater.in Private Limited,"[""Bangalore"", ""560001""]",15000 /month,6 Months,"[""Certificate""]",Internship; Certificate
5f9fc225fb43357b9094a2db,Event Management,"The Event Management Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Flexible work hours.",CBS Innovations,"[""Bangalore"", ""560001""]",8000-10000 /month,1 Month,"[""Certificate""]",Internship; Certificate
5f9fc226fb43357b9094a2dc,Social Media Marketing,"The Social Media Marketing Intern will provide essential support and hands-on experience in the related field involving the following skills: Certificate, Letter of recommendation, Flexible work hours.",Fincomienzo Solutions Private Limited,"[""Delhi"", ""110001""]",2000 /month +  Incentives,4 Months,"[""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc227fb43357b9094a2dd,Customer Service,"The Customer Service Intern will provide essential support and hands-on experience in the related field involving the following skills: Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Kannada Proficiency (Spoken), Certificate, Letter of recommendation, Job offer.",Mutterfly,"[""Bangalore"", ""560001""]",7000-10000 /month,2 Months,"[""Client Relationship"", ""English Proficiency (Spoken)"", ""English Proficiency (Written)"", ""Kannada Proficiency (Spoken)"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc228fb43357b9094a2de,Graphic Design,"The Graphic Design Intern will provide essential support and hands-on experience in the related field involving the following skills: Adobe Photoshop, Certificate, Letter of recommendation, Flexible work hours, 5 days a week, Job offer.",WebMOBI,"[""Bangalore"", ""560001""]",6000-7000 /month,2 Months,"[""Adobe Photoshop"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc229fb43357b9094a2df,Content Writing,The Content Writing Intern will gain essential experience in key areas relevant to this role.,Duru Cooperation Private Limited,"[""Bangalore"", ""560001""]",25000 /month,6 Months,"[""General Skills""]",Internship
5f9fc22afb43357b9094a2e0,Business Development (Sales),"The Business Development (Sales) Intern will provide essential support and hands-on experience in the related field involving the following skills: Social Media Marketing, Certificate, Letter of recommendation.",Yes Property,"[""Bangalore"", ""560001""]",8000-12000 /month,3 Months,"[""Social Media Marketing"", ""Certificate"", ""Letter of recommendation""]",Internship; Certificate
5f9fc22bfb43357b9094a2e1,Interior Design,"The Interior Design Intern will provide essential support and hands-on experience in the related field involving the following skills: AutoCAD, Google SketchUp, 3ds Max, Certificate, Letter of recommendation, Job offer.",12 Square Interiors,"[""Bangalore"", ""560001""]",10000 /month,2 Months,"[""AutoCAD"", ""Google SketchUp"", ""3ds Max"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
5f9fc22bfb43357b9094a2e2,Photography,"The Photography Intern will provide essential support and hands-on experience in the related field involving the following skills: Photography, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages, Job offer.",BoldFit,"[""Bangalore"", ""560001""]",8000-13000 /month,2 Months,"[""Photography"", ""Certificate"", ""Letter of recommendation""]",Internship with job offer; Certificate
